song,link,prefix,title,genre,artist,token_count,wpm,duration_mins
ai khóc nỗi đau này,https://zingmp3.vn/bai-hat/Mashup-Ai-Khoc-Noi-Dau-Nay-Mong-Manh-Tinh-Ve-Tung-Linh/ZW9CCC77.html,ai-khoc-noi-dau-nay,Ai Khóc Nỗi Đau Này,nhạc trẻ,Bảo Anh,380.0,103.79488673610606,3.661066666666666
ai khổ vì ai,https://zingmp3.vn/bai-hat/AI-KHO-VI-AI-LOFI-VERSION-Bui-Phi-Long/Z76C8EF6.html,ai-kho-vi-ai,Ai Khổ Vì Ai,nhạc dân ca - quê hương,Dư Anh,370.0,65.18828255303154,5.675866666666667
ai là em beat,https://zingmp3.vn/bai-hat/Ai-La-Em-Beat-Duong-Edward-SlimV/ZWA8Z6ID.html,ai-la-em-beat,Ai Là Em (Beat),nhạc trẻ,"Dương Edward, SlimV",404.0,95.73762204177066,4.219866666666666
ai là hương là hoa,https://zingmp3.vn/bai-hat/Ai-La-Huong-La-Hoa-Lieu-Chan-Hai/Z60BCIZ7.html,ai-la-huong-la-hoa,Ai Là Hương Là Hoa,v-pop,Liêu Chấn Hải,438.0,91.47360213856092,4.788266666666667
ai là người thương em remix,https://zingmp3.vn/bai-hat/Ai-La-Nguoi-Thuong-Em-Remix-Quan-A-P/ZWBOOZFB.html,ai-la-nguoi-thuong-em-remix,Ai Là Người Thương Em (Remix),nhạc trẻ,Quân A.P,370.0,104.02999062792875,3.556666666666666
ai làm em phải khóc,https://zingmp3.vn/bai-hat/Ai-Lam-Em-Phai-Khoc-Beat-Ho-Phong-An/Z7WDWU9F.html,ai-lam-em-phai-khoc,Ai Làm Em Phải Khóc,nhạc trẻ,Hồ Phong An,496.0,88.10358260139118,5.629737013579377
ai làm nẻo trời xa,https://zingmp3.vn/bai-hat/Ai-Lam-Neo-Troi-Xa-Tin-Taro/ZW6BCDWA.html,ai-lam-neo-troi-xa,Ai Làm Nẻo Trời Xa,,Tin Taro,314.0,63.75131781553313,4.925388380340168
ai lên sứ hoa đào,https://zingmp3.vn/bai-hat/Ai-Len-Su-Hoa-Dao-Ngoc-Son/ZW78OFI0.html,ai-len-su-hoa-dao,Ai Lên Sứ Hoa Đào,nhạc trữ tình,Ngọc Sơn,346.0,54.17565718528125,6.386632262100242
ai lên xứ hoa đào,https://zingmp3.vn/bai-hat/Ai-Len-Xu-Hoa-Dao-Vo-Minh-Le/Z6AB799O.html,ai-len-xu-hoa-dao,Ai Lên Xứ Hoa Đào,nhạc trẻ,Võ Minh Lê,413.0,79.32864998266798,5.206189694268512
ai lấy đi hoàng hôn,https://zingmp3.vn/bai-hat/Ai-Lay-Di-Hoang-Hon-Le-Tien/Z6E9F7Z8.html,ai-lay-di-hoang-hon,Ai Lấy Đi Hoàng Hôn,nhạc trẻ,Lê Tiến,388.0,112.74456877372072,3.4414074595355384
ai mang em trở lại,https://zingmp3.vn/bai-hat/Ai-Mang-Em-Tro-Lai-Duong-Khang/ZW789EF8.html,ai-mang-em-tro-lai,Ai Mang Em Trở Lại,nhạc trẻ,Dương Khang,375.0,84.45672272607206,4.440143873641409
ai mang mưa về thành phố,https://zingmp3.vn/bai-hat/Ai-Mang-Mua-Ve-Thanh-Pho-Homin/ZUC0A6C7.html,ai-mang-mua-ve-thanh-pho,Ai Mang Mưa Về Thành Phố,nhạc trẻ,Homin,384.0,73.40202224481251,5.231463497276305
ai mà có hay,https://zingmp3.vn/bai-hat/Ai-Ma-Co-Hay-Nguyen-Kieu-Oanh/ZWAE0AZF.html,ai-ma-co-hay,Ai Mà Có Hay,nhạc trẻ,Nguyễn Kiều Oanh,323.0,69.49232331764927,4.647995412724478
ai mì quảng không？,https://zingmp3.vn/bai-hat/Ai-Mi-Quang-Khong-To-My/ZOB0W6O9.html,ai-mi-quang-khong,Ai Mì Quảng Không？,nhạc trẻ,Tố My,338.0,72.29927377621871,4.6750123804311
ai ngoài cánh cửa,https://zingmp3.vn/bai-hat/Ai-Ngoai-Canh-Cua-Xuan-Mai/ZWZD96UF.html,ai-ngoai-canh-cua,Ai Ngoài Cánh Cửa,,,112.0,69.92668697100612,1.6016774832538376
ai ngốc hơn anh,https://zingmp3.vn/bai-hat/Ai-Ngoc-Hon-Anh-Lil-Z/Z60BOI7Z.html,ai-ngoc-hon-anh,Ai Ngốc Hơn Anh,v-pop,Lil Z,378.0,87.21198511089919,4.334266666666666
ai ngờ ta còn thương,https://zingmp3.vn/bai-hat/Ai-Ngo-Ta-Con-Thuong-Karik-Thai-Trinh/ZW8IBBWI.html,ai-ngo-ta-con-thuong,Ai Ngờ Ta Còn Thương,rap việt,"Karik, Thái Trinh",632.0,121.4574898785425,5.203466666666667
ai nhớ ai mong,https://zingmp3.vn/bai-hat/Ai-Nho-Ai-Mong-Ho-Kha/Z707AUU8.html,ai-nho-ai-mong,Ai Nhớ Ai Mong,nhạc trẻ,Hồ Kha,370.0,72.47042023663812,5.105531315974665
ai nhớ chăng ai,https://zingmp3.vn/bai-hat/Ai-Nho-Chang-Ai-Ai-Roi-Cung-Se-Khac-Mashup-Manh-Nguyen-Truc-Anh-Duy-Zuno/Z6CIBOEE.html,ai-nho-chang-ai,Ai Nhớ Chăng Ai,nhạc trữ tình,Bảo Hân Bolero,510.0,88.56216716832601,5.758666666666667
ai nói dối nhận đi,https://zingmp3.vn/bai-hat/Ai-Noi-Doi-Nhan-Di-Luu-Hien-Trinh/ZW9DACZO.html,ai-noi-doi-nhan-di,Ai Nói Dối Nhận Đi,nhạc trẻ,Lưu Hiền Trinh,360.0,97.95740666835977,3.6750666666666665
ai nói rằng cười là hạnh phúc,https://zingmp3.vn/bai-hat/Ai-Noi-Rang-Cuoi-La-Hanh-Phuc-Yan-Nguyen-Akira-Phan/ZW7W07CD.html,ai-noi-rang-cuoi-la-hanh-phuc,Ai Nói Rằng Cười Là Hạnh Phúc,,"Yan Nguyễn, Akira Phan",170.0,44.09934402598475,3.854932624390752
ai nói với em,https://zingmp3.vn/bai-hat/Ai-Noi-Voi-Em-Luu-Anh-Loan-Doan-Minh/ZWDU0DF9.html,ai-noi-voi-em,Ai Nói Với Em,nhạc trữ tình,Lưu Ánh Loan,288.0,58.90694883822407,4.889066666666666
ai nói đàn ông không khóc,https://zingmp3.vn/bai-hat/Ai-Noi-Dan-Ong-Khong-Khoc-Do-Tu-Tai/ZWZC0FCI.html,ai-noi-dan-ong-khong-khoc,Ai Nói Đàn Ông Không Khóc,,Do Tu Tai,471.0,85.45573823841093,5.511625195793971
ai nói đàn ông không được khóc,https://zingmp3.vn/bai-hat/Ai-Noi-Dan-Ong-Khong-Duoc-Khoc-Ly-The-Dan/ZW7WEIAD.html,ai-noi-dan-ong-khong-duoc-khoc,Ai Nói Đàn Ông Không Được Khóc,,Ly The Dan,452.0,79.26116436754734,5.702666666666667
ai ra xứ huế,https://zingmp3.vn/bai-hat/Ai-Ra-Xu-Hue-Phuong-Thuy-Dong-Quan/ZW9BU8OU.html,ai-ra-xu-hue,Ai Ra Xứ Huế,nhạc trữ tình,"Phương Thùy (Nhóm Phù Sa), Đông Quân",227.0,44.859760661657226,5.060214246618187
ai rồi cũng sẽ khác,https://zingmp3.vn/bai-hat/Ai-Roi-Cung-Se-Khac-Quang-Ha/ZWADE80W.html,ai-roi-cung-se-khac,Ai Rồi Cũng Sẽ Khác,nhạc trẻ,Quang Hà,384.0,76.15018508725542,5.042666666666666
ai rồi cũng thay đổi,https://zingmp3.vn/bai-hat/Ai-Roi-Cung-Thay-Doi-Lam-Chan-Khang-Dong-Thien-Duc/Z7IBDFI7.html,ai-roi-cung-thay-doi,Ai Rồi Cũng Thay Đổi,v-pop,Lâm Chấn Khang,412.0,72.83441367118445,5.656666666666666
ai sẽ cảm thông,https://zingmp3.vn/bai-hat/Ai-Se-Cam-Thong-Nhat-Vu/ZWADEAZW.html,ai-se-cam-thong,Ai Sẽ Cảm Thông,,Nhất Vũ,387.0,71.31434560570392,5.426678134855474
ai thương con nhiều hơn,https://zingmp3.vn/bai-hat/Ai-Thuong-Con-Nhieu-Hon-Nguyet-Hang/ZW6UBOZE.html,ai-thuong-con-nhieu-hon,Ai Thương Con Nhiều Hơn,,Nguyet Hang ((Thieu Nhi)),299.0,108.35501075126292,2.759447836578384
ai thương yêu em,https://zingmp3.vn/bai-hat/Ai-Thuong-Yeu-Em-Thanh-Ngan-Minh-Minh/Z6BU0OU8.html,ai-thuong-yeu-em,Ai Thương Yêu Em,nhạc trẻ,"Thanh Ngân, Minh Minh",328.0,76.22025687833349,4.3033179555347045
ai thật lòng thương anh,https://zingmp3.vn/bai-hat/Ai-That-Long-Thuong-Anh-Linh-Rin/ZWBOUFC6.html,ai-that-long-thuong-anh,Ai Thật Lòng Thương Anh,nhạc trẻ,Linh Rin,466.0,91.1961173155203,5.109866666666666
ai tiếc cho ai,https://zingmp3.vn/bai-hat/Ai-Tiec-Cho-Ai-Anh-Hao/ZWDZO07W.html,ai-tiec-cho-ai,Ai Tiếc Cho Ai,nhạc trẻ,Anh Hảo,585.0,128.40061742972398,4.5560528579247785
"ai trách, ai vô tình",https://zingmp3.vn/bai-hat/Ai-Trach-Ai-Vo-Tinh-phanDat-A-G/Z6866DEZ.html,ai-trach-ai-vo-tinh,"Ai Trách, Ai Vô Tình",v-pop,phanDat A.G,598.0,147.20845504972596,4.062266666666667
ai từng chân thành vì em,https://zingmp3.vn/bai-hat/Ai-Tung-Chan-Thanh-Vi-Em-Vien-Xuan-Su/ZZAF7CB9.html,ai-tung-chan-thanh-vi-em,Ai Từng Chân Thành Vì Em,nhạc trẻ,Viên Xuân Sư,532.0,90.76763123817112,5.861120233534026
ai về sông tương,https://zingmp3.vn/bai-hat/Ai-ve-song-Tuong-Hoang-Bach/ZWZ96809.html,ai-ve-song-tuong,Ai về sông Tương,nhạc trẻ,Hoàng Bách,414.0,68.2207374671608,6.068535981442385
ai yêu không khổ vì yêu,https://zingmp3.vn/bai-hat/Ai-Yeu-Khong-Kho-Vi-Yeu-Nhat-Thanh/ZWZB7WZ6.html,ai-yeu-khong-kho-vi-yeu,Ai Yêu Không Khổ Vì Yêu,,Nhat Thanh,321.0,67.19882391611083,4.776869315461943
ai đâu hay cm1x remix,https://zingmp3.vn/bai-hat/Ai-Dau-Hay-CM1X-Remix-Sean-CM1X/ZZADUODO.html,ai-dau-hay-cm1x-remix,Ai Đâu Hay (CM1X Remix),dance việt,"Sean, CM1X",688.0,135.95046765906997,5.060666666666666
ai đâu ngờ,https://zingmp3.vn/bai-hat/Ai-Dau-Ngo-Bao-Vy/ZW7ICWUB.html,ai-dau-ngo,Ai Đâu Ngờ,,Bao Vy,338.0,80.81566488536039,4.182357473386674
ai đã cướp nụ hôn của anh,https://zingmp3.vn/bai-hat/Ai-Da-Cuop-Nu-Hon-Cua-Anh-Cao-Thai-Son/ZW9DC870.html,ai-da-cuop-nu-hon-cua-anh,Ai Đã Cướp Nụ Hôn Của Anh,nhạc trẻ,Cao Thái Sơn,403.0,83.66088911176479,4.817065707509057
ai đã khiến em như vậy,https://zingmp3.vn/bai-hat/Ai-Da-Khien-Em-Nhu-Vay-Andree-Right-Hand-Lil-Knight/Z6ICZ8FZ.html,ai-da-khien-em-nhu-vay,Ai Đã Khiến Em Như Vậy,nhạc trẻ,"Andree Right Hand, Lil' Knight",677.0,160.62211368881393,4.214861730132665
ai đã muốn chia tay,https://zingmp3.vn/bai-hat/Ai-Da-Muon-Chia-Tay-Huy-Nam-A-Bao-Kun/ZW7UUUE8.html,ai-da-muon-chia-tay,Ai Đã Muốn Chia Tay,,Huy Nam (A#),451.0,122.31945900987236,3.6870666666666665
ai đã từng,https://zingmp3.vn/bai-hat/Ai-Da-Tung-Hong-Duong/ZW9A6BA6.html,ai-da-tung,Ai Đã Từng,nhạc trẻ,Hồng Dương,510.0,120.15571042620978,4.244492402324915
ai đúng ai sai,https://zingmp3.vn/bai-hat/Ai-Dung-Ai-Sai-Luong-Minh-Trang/ZZ6IUAOA.html,ai-dung-ai-sai,Ai Đúng Ai Sai,v-pop,Lương Minh Trang,474.0,102.79617152936414,4.611066666666667
ai đưa em về,https://zingmp3.vn/bai-hat/Lien-Khuc-Ai-Dua-Em-Ve-Mua-Thu-La-Bay-Bang-Cuong/Z6ZIF9EO.html,ai-dua-em-ve,Ai Đưa Em Về,r&b việt,"1nG, VoVanDuc",336.0,87.32886233386174,3.8475252169833447
ai đến thăm em đêm 30 xuân phát tài 10,https://zingmp3.vn/bai-hat/Ai-Den-Tham-Em-Dem-30-Xuan-Phat-Tai-10-Dam-Vinh-Hung-Thanh-Ha/ZZ8ODABZ.html,ai-den-tham-em-dem-30-xuan-phat-tai-10,Ai Đến Thăm Em Đêm 30 (Xuân Phát Tài 10),nhạc trữ tình,"Đàm Vĩnh Hưng, Thanh Hà",262.0,56.24710431450983,4.658017567180129
aiii chuyện cũ bán hông？,https://zingmp3.vn/bai-hat/Aiii-Chuyen-Cu-Ban-Hong-Truc-Nhan/ZWB0078O.html,aiii-chuyen-cu-ban-hong,Aiii Chuyện Cũ Bán Hông？,nhạc trẻ,Trúc Nhân,451.0,126.07059538398543,3.5773607527302107
ai？ tôi vẫn chưa biết mình là i,https://zingmp3.vn/bai-hat/Ai-Toi-Van-Chua-Biet-Minh-La-I-Chi-Xe/Z60BOUU0.html,ai-toi-van-chua-biet-minh-la-i,Ai？ (Tôi Vẫn Chưa Biết Mình Là I),r&b việt,Chi Xê,304.0,85.11909206301799,3.571466666666667
alibaba edm version,https://zingmp3.vn/bai-hat/Alibaba-EDM-Version-Vo-Kieu-Van/ZW7U9O9A.html,alibaba-edm-version,Alibaba (EDM Version),,,414.0,87.74408681154097,4.718266666666667
alo anh à,https://zingmp3.vn/bai-hat/Alo-Anh-A-YuniBoo-Misabae/ZWBOZO66.html,alo-anh-a,Alo Anh À,nhạc trẻ,"YuniBoo, Misabae",414.0,136.06344741098107,3.0426981520577576
an giang quê em,https://zingmp3.vn/bai-hat/An-Giang-Que-Em-Tam-Ca-Ao-Trang/ZW606EFD.html,an-giang-que-em,An Giang Quê Em,,Tam Ca Ao Trang,443.0,73.66387066430869,6.0138029132189015
an giang quê tôi,https://zingmp3.vn/bai-hat/An-Giang-Que-Toi-Van-Huong/ZWAEE9EF.html,an-giang-que-toi,An Giang Quê Tôi,nhạc trữ tình,Văn Hương,367.0,78.54639711695278,4.672397633382855
an toàn là trên hết,https://zingmp3.vn/bai-hat/An-Toan-La-Tren-Het-SGirls/ZW9DZO8B.html,an-toan-la-tren-het,An Toàn Là Trên Hết,nhạc trẻ,SGirls,455.0,119.70324119545393,3.8010666666666655
anh ba hưng,https://zingmp3.vn/bai-hat/Lien-Khuc-Remix-Anh-Ba-Hung-Thanh-Ngan/ZW9C80E0.html,anh-ba-hung,Anh Ba Hưng,nhạc cách mạng,Bé Dương Hoàng Anh,367.0,116.39462110960758,3.1530666666666667
anh ba khía,https://zingmp3.vn/bai-hat/Anh-Ba-Khia-Be-Duong-Hoang-Anh/ZWABOWO7.html,anh-ba-khia,Anh Ba Khía,nhạc dân ca - quê hương,Bé Dương Hoàng Anh,324.0,83.3696251980806,3.88630750384445
anh ba lục bình,https://zingmp3.vn/bai-hat/Anh-Ba-Luc-Binh-Ngo-Tan-Truong/ZW6UEWE9.html,anh-ba-luc-binh,Anh Ba Lục Bình,,Ngo Tan Truong,403.0,96.75009015611548,4.165370795517824
anh ba ngố miền tây,https://zingmp3.vn/bai-hat/Anh-Ba-Ngo-Mien-Tay-Dan-Truong-Tin-Tin/ZWA96C99.html,anh-ba-ngo-mien-tay,Anh Ba Ngố Miền Tây,nhạc dân ca - quê hương,"Đan Trường, Tin Tin",604.0,123.98557650534364,4.871534391534392
anh biết,https://zingmp3.vn/bai-hat/Den-Khi-Nao-Anh-Biet-Truong-Nhu-Anh/ZW7UBD6E.html,anh-biet,Anh Biết,nhạc trẻ,"D.Blue, Xám",765.0,250.89644918663635,3.0490666666666666
anh biết anh quá đẹp trai,https://zingmp3.vn/bai-hat/Anh-Biet-Anh-Qua-Dep-Trai-SOUND-HIT-Minh-Beo/ZZZIOEBU.html,anh-biet-anh-qua-dep-trai,Anh Biết Anh Quá Đẹp Trai,v-pop,"SOUND HIT, Minh Béo",627.0,150.5233507250088,4.165466666666666
anh biết anh sai em ơi,https://zingmp3.vn/bai-hat/Anh-Biet-Anh-Sai-Em-Oi-Do-Phu-Qui/ZWBO8F0F.html,anh-biet-anh-sai-em-oi,Anh Biết Anh Sai Em Ơi,nhạc trẻ,Đỗ Phú Quí,465.0,83.29949602312084,5.5822666666666665
anh biết anh đang sai,https://zingmp3.vn/bai-hat/Anh-Biet-Anh-Dang-Sai-Hazel-Minh-Vu/Z6WZUAU9.html,anh-biet-anh-dang-sai,Anh Biết Anh Đang Sai,rap việt,"Hazel, Minh Vũ",700.0,244.5614198537289,2.8622666666666663
anh biết anh đã sai,https://zingmp3.vn/bai-hat/Anh-Biet-Anh-Da-Sai-Duoc-Si-Tien/ZW808ZIW.html,anh-biet-anh-da-sai,Anh Biết Anh Đã Sai,nhạc trẻ,Tiến Phạm,337.0,64.04084424962628,5.262266666666666
anh biết em không tin,https://zingmp3.vn/bai-hat/Anh-Biet-Em-Khong-Tin-Kidz/ZU87B9B0.html,anh-biet-em-khong-tin,Anh Biết Em Không Tin,rap việt,Kidz,544.0,229.4326041725243,2.3710666666666667
anh biết khóc hay cười,https://zingmp3.vn/bai-hat/Anh-Biet-Khoc-Hay-Cuoi-Ngo-Trac-Lam/ZW6EZ76C.html,anh-biet-khoc-hay-cuoi,Anh Biết Khóc Hay Cười,,Ngo Trac Lam,430.0,77.46598378451745,5.550823458153007
anh biết không anh,https://zingmp3.vn/bai-hat/Anh-Biet-Khong-Anh-Hoang-Dung-BCLC/Z69FAAI6.html,anh-biet-khong-anh,Anh Biết Không Anh,nhạc trẻ,"Hoàng Dũng, BCLC",339.0,76.78595169876587,4.414870070633617
anh biết tin ai,https://zingmp3.vn/bai-hat/Anh-Biet-Tin-Ai-Nguyen-Hy/ZW7WFAA6.html,anh-biet-tin-ai,Anh Biết Tin Ai,,Nguyen Hy,424.0,99.52307753645238,4.260318415542378
anh buông tay rồi đấy,https://zingmp3.vn/bai-hat/Anh-Buong-Tay-Roi-Day-Beat-Au-Nam-Thai/ZWAE7BC6.html,anh-buong-tay-roi-day,Anh Buông Tay Rồi Đấy,nhạc trẻ,Âu Nam Thái,168.0,31.09575518262585,5.402666666666667
anh buồn em vui,https://zingmp3.vn/bai-hat/Anh-Buon-Em-Vui-Luu-Chi-Vy/ZW6FOCOC.html,anh-buon-em-vui,Anh Buồn Em Vui,,Luu Chi Vy,264.0,56.975430778859696,4.633576199268601
anh buồn thật đấy,https://zingmp3.vn/bai-hat/Anh-Buon-That-Day-Anh-Quan/ZW789C9Z.html,anh-buon-that-day,Anh Buồn Thật Đấy,nhạc trẻ,Anh Quân,439.0,81.25549241569036,5.402711705371803
anh bà con em bà con,https://zingmp3.vn/bai-hat/Anh-Ba-Con-Em-Ba-Con-Phong-Dat/ZWZB7WFD.html,anh-ba-con-em-ba-con,Anh Bà Con Em Bà Con,,Phong Dat,397.0,96.28622676751864,4.123123455222204
anh béo thì sao nào？,https://zingmp3.vn/bai-hat/Anh-Beo-Thi-Sao-Nao-Vo-E-Vo-Nhu-Hexi/ZWAE8WCB.html,anh-beo-thi-sao-nao,Anh Béo Thì Sao Nào？,nhạc trẻ,"Võ Ê Vo, Như Hexi",485.0,131.14972414006974,3.698063439935362
anh bỏ ngoài tai lời gièm pha remix,https://zingmp3.vn/bai-hat/Anh-Bo-Ngoai-Tai-Loi-Giem-Pha-Remix-Thai-Thanh-Cong-Lam-Chan-Hai/ZZWF9AUF.html,anh-bo-ngoai-tai-loi-giem-pha-remix,Anh Bỏ Ngoài Tai Lời Gièm Pha (Remix),dance việt,"Thái Thành Công, Lâm Chấn Hải",502.0,144.5345877722523,3.473217087601323
anh bỏ thuốc em sẽ yêu,https://zingmp3.vn/bai-hat/Anh-Bo-Thuoc-Em-Se-Yeu-Beat-Lyna-Thuy-Linh/ZW7U867W.html,anh-bo-thuoc-em-se-yeu,Anh Bỏ Thuốc Em Sẽ Yêu,,Lyna Thuy Linh,434.0,108.38438998401703,4.004266666666667
anh chàng si tình,https://zingmp3.vn/bai-hat/Anh-Chang-Si-Tinh-Nhat-Tinh-Anh-Khanh-Ngoc/ZWZB7W76.html,anh-chang-si-tinh,Anh Chàng Si Tình,nhạc trẻ,"Nhật Tinh Anh, Khánh Ngọc",386.0,93.47480477773824,4.129455000390961
anh chàng đẹp trai,https://zingmp3.vn/bai-hat/Anh-Chang-Dep-Trai-BeeBoss-Tuan-Chung/Z6D8D8ID.html,anh-chang-dep-trai,Anh Chàng Đẹp Trai,nhạc trẻ,"BeeBoss, Tuấn Chung",248.0,92.14248196082744,2.691483827247374
anh chán,https://zingmp3.vn/bai-hat/Chi-Chi-Chanh-Chanh-Giang-Bao-Trang-Giang-Bao-Anh/Z77ZICC9.html,anh-chan,Anh Chán,rap việt,"RainTee, Tiến Đào",797.0,196.99116794094385,4.045866666666667
anh chúc em bình yên,https://zingmp3.vn/bai-hat/Anh-Chuc-Em-Binh-Yen-JacKy-Tang/ZWADWABU.html,anh-chuc-em-binh-yen,Anh Chúc Em Bình Yên,nhạc trẻ,JacKy Tang,329.0,77.77287483846565,4.230266666666667
anh chưa có gì đến nay prod. vic,https://zingmp3.vn/bai-hat/Anh-Chua-Co-Gi-Den-Nay-Prod-Vic-Kidz/ZUW6ZZCA.html,anh-chua-co-gi-den-nay-prod-vic,Anh Chưa Có Gì Đến Nay (Prod,nhạc trẻ,Kidz,,197.50703411450908,2.06574921156202
anh chưa dám nói,https://zingmp3.vn/bai-hat/Anh-Chua-Dam-Noi-Le-Hieu/ZWZ9ZU80.html,anh-chua-dam-noi,Anh Chưa Dám Nói,,LÃª Hiáº¿u,256.0,84.6001793479833,3.025998313159634
anh chưa nghĩ tới,https://zingmp3.vn/bai-hat/Anh-Chua-Nghi-Toi-Phan-Duy-Anh-ACV/Z6ZOFBOB.html,anh-chua-nghi-toi,Anh Chưa Nghĩ Tới,v-pop,"Phan Duy Anh, ACV",343.0,83.27937843962448,4.118666666666667
anh chưa thương em đến vậy đâu & như những phút ban đầu,https://zingmp3.vn/bai-hat/Anh-Chua-Thuong-Em-Den-Vay-Dau-Nhu-Nhung-Phut-Ban-Dau-Myra-Tran-Vo-Ha-Tram/Z6BZ7WBD.html,anh-chua-thuong-em-den-vay-dau-nhu-nhung-phut-ban-dau,Anh Chưa Thương Em Đến Vậy Đâu & Như Những Phút Ban Đầu,nhạc trẻ,"Myra Trần, Võ Hạ Trâm",605.0,104.9707120758827,5.763512393463132
anh chưa thể quên,https://zingmp3.vn/bai-hat/Co-Le-Anh-Chua-The-Quen-Em-Luc-Nay-Son-Pham/Z70ACFUB.html,anh-chua-the-quen,Anh Chưa Thể Quên,,Ho Quoc Viet,363.0,75.31139361542051,4.819987820882302
anh chưa từng quên,https://zingmp3.vn/bai-hat/Anh-Chua-Tung-Quen-Tien-Dao-Thinh-Tran-XyViz-Keypj/ZWBWD077.html,anh-chua-tung-quen,Anh Chưa Từng Quên,nhạc trẻ,"Tiến Đào, XyViz, Keypj",920.0,176.0643427013807,5.225362420830401
anh chải tóc cho em,https://zingmp3.vn/bai-hat/Anh-Chai-Toc-Cho-Em-Trieu-Loc/ZWZBFC09.html,anh-chai-toc-cho-em,Anh Chải Tóc Cho Em,nhạc trữ tình,Triệu Lộc,362.0,67.0574667625344,5.398354836187349
anh chấp nhận,https://zingmp3.vn/bai-hat/Anh-Chap-Nhan-Cao-Dai-Hung-Long-Hai/ZW6DWWWZ.html,anh-chap-nhan,Anh Chấp Nhận,,"Long Hai,Cao Trung",427.0,97.08109784874628,4.39838454098729
anh chấp nhận là người đến sau,https://zingmp3.vn/bai-hat/Anh-Chap-Nhan-La-Nguoi-Den-Sau-Thai-Trieu-Luan/ZWZB76EU.html,anh-chap-nhan-la-nguoi-den-sau,Anh Chấp Nhận Là Người Đến Sau,nhạc trẻ,Thái Triệu Luân,481.0,106.6860481249367,4.508555790132145
anh chắc phải quên em rồi,https://zingmp3.vn/bai-hat/Anh-Chac-Phai-Quen-Em-Roi-Tuong-Quan/ZOBBC7U9.html,anh-chac-phai-quen-em-roi,Anh Chắc Phải Quên Em Rồi,nhạc trẻ,Tường Quân,477.0,89.9547397535831,5.302666666666667
anh chẳng buồn đâu,https://zingmp3.vn/bai-hat/Anh-Chang-Buon-Dau-Juhi/ZZC7AZ9B.html,anh-chang-buon-dau,Anh Chẳng Buồn Đâu,v-pop,Juhi,437.0,123.54870325693608,3.5370666666666666
anh chẳng còn cơ hội,https://zingmp3.vn/bai-hat/Anh-Chang-Con-Co-Hoi-Beat-Trang-Mio-Tran-Huyen-Diep/Z7OBOADD.html,anh-chang-con-co-hoi,Anh Chẳng Còn Cơ Hội,v-pop,"Trang Mio, Trần Huyền Diệp",519.0,95.68113662061845,5.424266666666667
anh chẳng cần ai thương,https://zingmp3.vn/bai-hat/Anh-Chang-Can-Ai-Thuong-Thien-Tu/Z6OF7UWD.html,anh-chang-can-ai-thuong,Anh Chẳng Cần Ai Thương,v-pop,Thiên Tú,430.0,134.80187259655577,3.189866666666666
anh chẳng sao mà remix,https://zingmp3.vn/bai-hat/Anh-Chang-Sao-Ma-Remix-Khang-Viet/ZW9CEZII.html,anh-chang-sao-ma-remix,Anh Chẳng Sao Mà (Remix),nhạc trẻ,Khang Việt,315.0,62.58447315780937,5.033197278911564
anh chẳng thể,https://zingmp3.vn/bai-hat/Anh-Chang-The-Beat-Pham-Ky/ZZBZIE9B.html,anh-chang-the,Anh Chẳng Thể,v-pop,Phạm Kỳ,451.0,125.71835251468428,3.587383949748482
anh chẳng thể yêu em,https://zingmp3.vn/bai-hat/Anh-Chang-The-Yeu-Em-Ha/Z6AABU8I.html,anh-chang-the-yeu-em,Anh Chẳng Thể Yêu Em,v-pop,Hà,314.0,111.7649850505434,2.809466666666667
anh chỉ buồn hôm nay nữa thôi,https://zingmp3.vn/bai-hat/Anh-Chi-Buon-Hom-Nay-Nua-Thoi-Rain-Luu/ZWAEW09C.html,anh-chi-buon-hom-nay-nua-thoi,Anh Chỉ Buồn Hôm Nay Nữa Thôi,nhạc trẻ,Rain Lưu,622.0,161.6989880242215,3.84665363463393
anh chỉ cần có em,https://zingmp3.vn/bai-hat/Anh-Chi-Can-Co-Em-Truong-Quoc-Quy/ZWAE8CZE.html,anh-chi-can-co-em,Anh Chỉ Cần Có Em,nhạc trẻ,Trương Quốc Quý,535.0,96.4873887847118,5.54476607501238
anh chỉ cần lý do,https://zingmp3.vn/bai-hat/Anh-Chi-Can-Ly-Do-Luong-Gia-Hung-Goctoi-Mixer-Tracy-Thao-My/ZZOIZIE6.html,anh-chi-can-ly-do,Anh Chỉ Cần Lý Do,v-pop,"Lương Gia Hùng, Goctoi Mixer, Tracy Thảo My",712.0,115.37142283728188,6.17137227304715
anh chỉ cần một tình yêu,https://zingmp3.vn/bai-hat/Anh-Chi-Can-Mot-Tinh-Yeu-Trinh-Lac-Anh/ZW9DCZI8.html,anh-chi-can-mot-tinh-yeu,Anh Chỉ Cần  Một Tình Yêu,nhạc trẻ,Lâm Chấn Thiên,398.0,83.70723499719575,4.754666666666666
anh chỉ dám nhá máy cho em,https://zingmp3.vn/bai-hat/Anh-Chi-Dam-Nha-May-Cho-Em-Lam-Chan-Huy/ZWZBZFWI.html,anh-chi-dam-nha-may-cho-em,Anh Chỉ Dám Nhá Máy Cho Em,nhạc trẻ,Lâm Chấn Huy,416.0,109.28487971774464,3.806565016811322
